Game Title,Game Link,Review Text,Review Rating
Crazy Taxi VR - Car Driving | Car Simulator,https://sidequestvr.com/app/36337/crazy-taxi-vr-car-driving-car-simulator,"I gave Crazy Taxi a try because I wanted to be a crazy taxi driver. The game is a little bland with a couple issues. However, I made it fun by goofing off in the open world, jumping ramps (but for some reason, you land between buildings with no exit, having to restart the level), cutting corners over the curbs, making people scream from close-calls driving by. Needs more people and pedestrians in the game. Some taxi rides are way too short, literally just a few steps away (lazy people!). I loved that your taxi is a Lamborghini!! But I was hoping to have a variety of rides as shown in the pictures in the levels, and level up the vehicles as you progress in the game. AI passengers choice of words need improvement. “Stop stop stop” and “be in time” are annoying. I really wanted to like this game. It’s just ok. I came across another game called Velocity Car Driving Simulator and the images from that game appears to have the same map as Crazy Taxi.",3
The Thrill of the Fight,https://sidequestvr.com/app/3641/the-thrill-of-the-fight,not free at all,1
The Thrill of the Fight,https://sidequestvr.com/app/3641/the-thrill-of-the-fight,This is a great boxing game with a workout in it!,4
The Thrill of the Fight,https://sidequestvr.com/app/3641/the-thrill-of-the-fight,good cardio excercise and fun boxing,5
Tank Mania,https://sidequestvr.com/app/36739/tank-mania,This game reminds of old school Atari game,2
Tank Mania,https://sidequestvr.com/app/36739/tank-mania,I like those old tanks. they're fun to play with during the break,5
The Mixologist,https://sidequestvr.com/app/37978/the-mixologist,"This game is so much fun, even though I'm always awful at these types of games—but that's what makes it great! Seeing your Meta avatar in the game adds a personal touch, and there's tons of replay value with customers asking for different drinks each time. It gave me flashbacks to my restaurant days with impatient customers and the occasional thrown drink. The only reason I can’t give it the full 5 stars is based off some issues grabbing drinks in the game. When reaching for a bottle, I would move the rotating shelf and when trying to move the shelf, I would grab a bottle. But I know that can be a quick fix so I hope to give this the full 5 stars soon! If you enjoy simulating real-world jobs but want a brighter, more fun twist, this game is the one!",4
The Mixologist,https://sidequestvr.com/app/37978/the-mixologist,This is pretty cool,3
Horror Escape - Horror Games,https://sidequestvr.com/app/38239/horror-escape-horror-games,N/A,N/A
Ultra Shooting Playgrounds 2,https://sidequestvr.com/app/36412/ultra-shooting-playgrounds-2,N/A,N/A
Intraoperative Neuromonitoring,https://sidequestvr.com/app/38051/intraoperative-neuromonitoring,N/A,N/A
The Exit 8 VR,https://sidequestvr.com/app/37167/the-exit-8-vr,"This is a port of the PC flat screen version into VR on standalone. The game runs great and has all the spooky elements that the original version has which is fantastic. The object of the game is you are basically on a loop unless you can spot the anomaly that is hidden very well within each floor. Its not easy as its a very intense game of eye spy and will test your game of memory at every corner. I really like the feeling of the liminal space which makes it creepy, as well as some of the jump scares it gives. Super cool to see from a pro developer team and is a good download if you like liminal space and puzzle solving!",4
The Exit 8 VR,https://sidequestvr.com/app/37167/the-exit-8-vr,"I recently ventured into The Exit 8 VR, expecting a relaxing stroll in an underground maze. Right off the bat, I found myself in a never ending passageway. It was like a twisted version of “hot and cold”—but I was just getting colder! After what felt like forever, I finally stumbled upon Exit 8, and I could almost hear the walls sigh in relief. If you’re in the mood for some giggles mixed with a dose of existential confusion, this game is perfect! Just remember: in the underground world of Exit 8, the only thing scarier than the anomalies is getting lost in your own thoughts! Happy wandering!",5
Forest - Oniri tech demo,https://sidequestvr.com/app/37267/forest-oniri-tech-demo,"good very detailed vr-images, especially for standalone headset",5
The Talent Stealer,https://sidequestvr.com/app/37901/the-talent-stealer,Same format as the Apple Immersive Video films,5
Pencil,https://sidequestvr.com/app/37685/pencil,"This is a must have game if you are into drawing or you want to learn to draw. The game really is unique when using the color passthrough for the quest 3 and in my opinion one of the best ways to use it. Incorporating learning with the quest is a major win on many levels and this game proves what can be done. You are able to choose from several different options based on your skill level and the game takes you step by step to learn how to create the drawling. After enough practice you can start to freehand based on the things you have learned. I can not draw worth a darn, so this game really helps you to build the confidence to create a masterpiece. Very unique and intuitive game that really is a creative way to use mixed reality. I hope they add more things to draw over tile as there is only a few to pick from at the moment. Great game and great for all ages!",5
Pencil,https://sidequestvr.com/app/37685/pencil,"This app exceeded my expectations. What I thought was a simple tracing app turned out to be a comprehensive drawing course. It teaches you the fundamental drawing skills like Form, Value, Lighting and so on using mixed reality. I really loved the fact that I could adjust the opacity of the layers so that I could still see what I was drawing. There is also some 3D models included in the app, and you have the possibility to import your own images or models too. Pencil is great for beginners but is also nice for more advanced people. The mixed reality and hand-tracking was flawless. If you want to learn a new skill, this might be the one to try out!",5
Pencil,https://sidequestvr.com/app/37685/pencil,"I LOVE THIS! Pencil XR does a great job utilizing the Meta Quest 3’s Mixed Reality. I love seeing MR being used for learning. I have never been good at drawing and have very poor handwriting in general. Pencil XR makes me happy to be living in this day & age where technology like this can be used to help people learn. I really enjoyed putting my hand to pencil, to paper, and actually creating something. Leo, the art teacher is so adorable and charming. I highly recommend this for all ages!",5
The Amazing Digital Circus VR,https://sidequestvr.com/app/38184/the-amazing-digital-circus-vr,I tried the game now my headset is stuck on my head and I cannot remove it or leave the game 8/10,5
The Amazing Digital Circus VR,https://sidequestvr.com/app/38184/the-amazing-digital-circus-vr,I cant take this headset offI cant take this headset off!!,5
The Amazing Digital Circus VR,https://sidequestvr.com/app/38184/the-amazing-digital-circus-vr,I can't take my quest off... Help,4
Ultra Shooting Playgrounds 2,https://sidequestvr.com/app/36412/ultra-shooting-playgrounds-2,this game was amazing there was alot of diferent guns and i atempted to make trikshots lol . there some bugs but the game is still playable,5
Deal Or No Deal - VR,https://sidequestvr.com/app/37377/deal-or-no-deal-vr,"This was pretty fun. Havnt tried the play for real money option as its not really something I'm into but the play for fake money option is really fun. The game basically plays exactly as the game show I remember. You have the ability to chose your box, answer the phone to the banker and even swap your box at the end. Sound affects are cool but the screen jitters a little when turning. The host is well voiced and clear to understand. All in all a fun experience If you like gameshows. Shame I didn't win the million.",3
Deal Or No Deal - VR,https://sidequestvr.com/app/37377/deal-or-no-deal-vr,"cool game. It was a lot of fun to play and looks like a lot of work has been put into it. , and yea i really win real money too",5
Deal Or No Deal - VR,https://sidequestvr.com/app/37377/deal-or-no-deal-vr,"it like am really join the famous tv show ever , same feeling , and if you want win some cash try the real money mode",5
Dimensional Defender,https://sidequestvr.com/app/37072/dimensional-defender,"Dragons and mazes in the living room, very fun. Really liked the wack a mole levels. Good price aswell.",5
Dimensional Defender,https://sidequestvr.com/app/37072/dimensional-defender,Fun and good quality,5
Into Black,https://sidequestvr.com/app/37920/into-black,N/A,N/A
Space Pong,https://sidequestvr.com/app/38206/space-pong,N/A,N/A
Preflight Simulator,https://sidequestvr.com/app/37278/preflight-simulator,N/A,N/A
Dynamic Languages,https://sidequestvr.com/app/37997/dynamic-languages,N/A,N/A
Freeland,https://sidequestvr.com/app/36966/freeland,N/A,N/A
CalmNight VR,https://sidequestvr.com/app/38125/calmnight-vr,N/A,N/A
VENDETTA FOREVER DEMO,https://sidequestvr.com/app/36770/vendetta-forever-demo,"This is a Frenetic FPS Puzzle game using Low Kill Motion. This is a unique movement system meaning you can only traverse the maps by killing the enemy, grabbing their weapon, and taking their place. The Puzzle part of this game has to do with the need to carefully plan out your kills. You want to ensure that you’re choosing the right targets to carve the best path that leads you to your final destination. The enemies in this game all carry a variety of weapons, ranging from pencils and knives to swords and multiple types of guns. You'll want to make note of which weapon each kill gets you so you can have enough good ammo to get through each level. I have nothing but good things to say about Vendetta Forever, and highly recommend checking it out!",5
VENDETTA FOREVER DEMO,https://sidequestvr.com/app/36770/vendetta-forever-demo,"If you like games like Superhot and Pistol whip you will love this. Its only a short demo of a few levels but it really shows you what the game is about. Move along the game by grabbing the weapons of enemies. from pistols, to uzi's to knives you just go through each leval as fast as you can without dieing, Its so much fun, can be very difficult and cannot wait to see teh full game later on this year.",5
VENDETTA FOREVER DEMO,https://sidequestvr.com/app/36770/vendetta-forever-demo,Excellent excellent excellent!,5
Escaping Wonderland,https://sidequestvr.com/app/37938/escaping-wonderland,"If you are a fan of the first game, Down the Rabbit Hole, this game is a must. Once again the story of falling into Wonderland cant be told in a better way. This time you take control of Molly, and you get to experience the tales with familiar faces and puzzles. The one big thing that adds to this new game is the way some of the puzzles are done. I absolutely love the added touch of going into first person view in order to solve some of the tougher puzzles and it really adds a whole new level of immersion to it. Well worth check out if your into diorama type vr games and puzzlers.",5
Escaping Wonderland,https://sidequestvr.com/app/37938/escaping-wonderland,Such a fantastic story driven puzzler. Traveling up the diorama and completing puzzles were very well done and and the voice acting is top notch. Possibly one of the best narrative driven VR Games of 2024. An absolutely must buy if your looking for good puzzles and solid story!,5
Escaping Wonderland,https://sidequestvr.com/app/37938/escaping-wonderland,"Escaping Wonderland is a charming VR puzzle game that takes you on a journey through Lewis Carroll's classic Alice in Wonderland. The game features beautiful visuals, engaging puzzles, and a delightful story. Players take on the role of Molly, a girl who finds herself in Wonderland for the first time. Molly must navigate through a series of interconnected dioramas, solving puzzles and interacting with various characters along the way. However, some players may find the game's relatively short length and lack of character depth to be drawbacks. Despite these minor shortcomings, Escaping Wonderland remains a highly recommended VR game that is sure to please fans of Alice in Wonderland and puzzle games alike.",5
Freeland,https://sidequestvr.com/app/36966/freeland,"This game has absolutely massive potential! Explore multiple worlds, fight enemies fight enemies with magic, guns and swords, race down mountains and so so much more! It's releasing into early access so expect to see bugs, however that is easily overlooked with the scale and scope of what we have here. Play with friends or go it alone, there seems to be endless amounts of content and there will constantly be more to come. This is probably the closest we've been to ready player one for VR since the conception of Virtual reality!",5
Freeland,https://sidequestvr.com/app/36966/freeland,"Freeland is a really fun game! But it still has a lot of polish needed. The good: - Fun open world game. - Lots of exploration. - Quests and level up system. - Good progression. The bad: - Unstable frames per second. - Clunky mechanics. - Bland environments. It still has a lot of work on it's plate, but given the issues, I still had a fun time in the game.",3
Freeland,https://sidequestvr.com/app/36966/freeland,"Holy wow, what a huge open world! It lives up to its name. This is a fun multiplayer game where you can join with friends or meet new friends. You’re sent on quests to different worlds including to another planet via a spacecraft. Quite adventurous and addicting. Pilot a spaceship, drive a car, fly on a dragon as an upgraded avatar, battle AI enemy, and go on an adventure in Freeland.",4
jujutsu yarik,https://sidequestvr.com/app/37067/jujutsu-yarik,Can you do kamehameha next?,3
jujutsu yarik,https://sidequestvr.com/app/37067/jujutsu-yarik,Cool tech demo. Nothing else,3
jujutsu yarik,https://sidequestvr.com/app/37067/jujutsu-yarik,gooooooooooold,5
Gamma Vision OS Pro XR,https://sidequestvr.com/app/37925/gamma-vision-os-pro-xr,Why is this marked as a Quest Home? Youre missusing the tag.,1
Gamma Vision OS Pro XR,https://sidequestvr.com/app/37925/gamma-vision-os-pro-xr,TOP Experience,5
Hotel R'n'R - Rockstar Simulator,https://sidequestvr.com/app/37403/hotel-rnr-rockstar-simulator,Pretty fun rage-room esque experience with a surprisingly deep and interesting lore!,4
Hotel R'n'R - Rockstar Simulator,https://sidequestvr.com/app/37403/hotel-rnr-rockstar-simulator,"Hotel R'n'R is pure chaotic fun! You play as a rockstar who makes a deal with the devil, leading to absolute mayhem as you trash hotel rooms. The game is super polished, and the way the music blends with the sound of all the destruction is a blast. I had a ridiculous time smashing things up with a boxing glove and a foam finger, and every level keeps things fresh. If you’re in the mood for some wild VR destruction, Hotel R'n'R is definitely a game to check out.",5
Hide and Seek,https://sidequestvr.com/app/37990/hide-and-seek,This is a really cool game with cool graphics and it's free!,4
Hide and Seek,https://sidequestvr.com/app/37990/hide-and-seek,buns it is just buns,1
Frenzy Extinction,https://sidequestvr.com/app/37174/frenzy-extinction,"If Call Of Duty Zombies was in Virtual Reality this would be it. Frenzy Extinction is another part in the Frenzy universe which adds to the story of the Virus. This game can be played with friends in a horde/wave shooter with multiple zombies, weapons, and ways to have fun. I really like how the game is designed with massive boss's to fight throughout the level and puzzles to solve to get them to unlock. I had a ton of fun playing it and your efforts are well worth the payoff with special weapons to unlock after completing these bosses. There is some pretty good character and weapon customization as well which really lets you and your friends stand out from each other. Well worth checking out! make sure to join their discord as you can play for free with their beta each weekend from now until launch!",5
Table Space,https://sidequestvr.com/app/37574/table-space,It's basically An app where you can play with a standard deck Deck of playing cards to play games with. It's an okay concept but it could be better. It's an okay concept but it could be more.,3
Table Space,https://sidequestvr.com/app/37574/table-space,Cool game cool graphics,3
Dragon Breakout,https://sidequestvr.com/app/37794/dragon-breakout,N/A,N/A
VR Tower Climbing,https://sidequestvr.com/app/37257/vr-tower-climbing,N/A,N/A
Harmony - Meditate in Mixed Reality,https://sidequestvr.com/app/36982/harmony-meditate-in-mixed-reality,One of those unique MR meditation experience which you don't see usually in the VR world. Needs little fine tuning and i can see the app doing wonders. Cheers to the creators❤️,5
Airspace Defender,https://sidequestvr.com/app/37568/airspace-defender,I dont know if its just me but i really wasnt impressed with this game. The controls are not that easy to pick up even when you are using your hands. Theres not much to the game ist like old school misile command but i found myself missing all the rockets. The mixed reality is pretty cool with its old school green matrix look but maybe i was expecting a bit more from this.,3
Airspace Defender,https://sidequestvr.com/app/37568/airspace-defender,This game is great! It reminds me of the old school arcade game and feels really great using the mixed reality color passthrough of the Quest 3. The added bonus of using your hand tracking really adds that extra level of fun to it too. I love the different types of missiles you can unlock and use to a strategic advantage. This game defiantly takes some time to master but once you do it really gets challenging. It seems to farther you get in the game the harder it gets! Even though this is only a demo alot is going on here and the devs have done a great job with it so far. I cant wait to see what is next for this game in the full version!,5
Airspace Defender,https://sidequestvr.com/app/37568/airspace-defender,"ENTER THE WAR ROOM From the very first moments of Airspace Defender, you're thrust into a captivating and unique atmosphere, thanks to its blend of mixed reality and 3D tabletop gameplay. While the controls may seem a bit confusing at first, managing the 3D game board becomes second nature after just a few minutes. The learning curve is quick, and before long, you’re fully immersed, losing track of the real world as the gameplay pulls you in. Minimalist yet Retro Design That Stands Out One of the most striking features of Airspace Defender is its minimalist design, which prioritizes clarity and accessibility while maintaining a distinct visual style. The game board is clean yet varied, offering a smooth and distraction-free gaming experience. This aesthetic choice enhances your sense of control, all while delivering a subtle retro vibe. This nod to arcade games of the past can be felt throughout the experience, particularly in the scoring system and the way the difficulty ramps up, modernizing the charm of classic arcade titles for today’s players. Modern Gameplay with a Retro Twist Where the game truly shines is in its clever use of mixed reality and hand tracking, providing a deeper sense of immersion and making you feel directly involved in the action. Managing your city’s defenses requires precision and strategy, as you carefully time your counterattacks while unlocking new upgrades to keep up with the increasingly difficult enemies. Progression feels rewarding as each victory brings new turrets and funds, helping you fortify your defenses and face tougher challenges. A Steady Increase in Difficulty: A True Challenge Airspace Defender excels in its steadily increasing difficulty. Like the classic arcade games of yesteryear, the early levels are relatively easy, allowing players to get accustomed to the gameplay. But soon, the opposition ramps up, and the stakes get higher. You find yourself constantly pushed to your limits, striving to climb the leaderboards and defend your city from relentless attacks. Will you emerge victorious and claim your place in history, or will your city fall under siege? Conclusion Airspace Defender is a well-crafted game that masterfully blends retro and modern elements into a mixed reality experience that will thrill fans of both strategy and arcade games. Its intuitive gameplay, clear and minimalist design, and perfectly balanced difficulty make it a captivating and addictive title. Defending your airspace has never been more satisfying.",5
Relaxing Waterfalls,https://sidequestvr.com/app/36766/relaxing-waterfalls,Enjoy waterfalls without leaving the comfort of your home this app is great it helps me to decompress and relax without leaving my house . From the waterfalls to the rivers to the sounds it’s like I’m actually there and that’s a plus in my book this app is amazing when you need to unwind or if you just want a little me time .,5
Relaxing Waterfalls,https://sidequestvr.com/app/36766/relaxing-waterfalls,This looks great so far with Great graphics and relaxation,4
Relaxing Waterfalls,https://sidequestvr.com/app/36766/relaxing-waterfalls,realistic simulation of a small boat crossing a river in the midst of a natural setting with waterfalls and mountains,5
Dimensional Double Shift,https://sidequestvr.com/app/38056/dimensional-double-shift,"Today we're doing a review of a game that was just announced called Dimensional Double Shift! When I was approached and asked if I could cover a new unannounced game by Owlchemy Labs, I was very curious to take a look. So guys grab your punch card, clock in, and let's start this review up! Dimensional Double Shift is releasing this September 26th, 2024 and will be available for the low cost of zero dollar. You heard me right! This game will be free at launch. The game is compatible with the Quest 2, Pro and 3 and the developers of the game are Owlchemy Labs who are the famous creators of the well beloved Job Simulator and Vacation Simulator! Alright lets get this show on the road! Gameplay / Restaurant First and foremost, I want to give a massive thanks to Live Open Mike for helping me out and joining my session. So Dimensional Double Shift is a game where you're thrown in a job where you have to work in co-op with up to 4 players to accomplish your tasks in the fastest and cleanest way. During the release, there are 2 types of jobs that you can do. Your first job is being a cook at a restaurant. You have to make 8 orders in total together with your friends. Your workstation will be randomly generated, so every time that you play the game, you may have different ingredients and tools at your disposition. This game has kind of an Overcook vibe, you first need to select an order from the rack on top and scan it in your section. You will then be presented with ingredients that you need to prepare and put on a plate or in a cup. When you're done, you hit the bell to tell that your order is ready, and then you move on to another order. There are challenge orders that you can pick, and they don't tell you all of the ingredients that you need. For example, they could tell you that you need a pancake with any 3 ingredients in it. So you'll need to use your imagination and put maybe chocolate, blueberries and a banana, and then you're good to go! When you're done with the 8 orders, you go in overtime, and you have a timer where you need to make as much orders as possible to have one last chance to increase your score, and then you're done! Live Open Mike told me that he was a cook for more than 10 years, so he was able to transfer his skills pretty good in the game, and it really showed as he was definitely doing better than me. What's also cool is that sometimes the ingredients that you need are at your co-worker's station. So you have to communicate in order to be the most efficient. Gameplay / Garage The second game that you have is the garage, me and Live Open Mike confirmed that this was our favorite game from the 2. Basically you have a car that you bring up, and you have all kinds of things that you have to fix in it. It's the same thing where everything seems randomly generated. And this one definitely requires more teamwork. For example, we'll have some kind of device that we'll need to crank together, or there is this one time where I needed to pour oil in the car, but I had no idea how much I needed to poor, so Mike had to tell me when to stop. In this game, you'll get 2 cars to repair before it ends, and yeah you just have a bunch of handy tools needed to make the car work, such as a machine that creates cogwheels for you. So you just have to dig around and figure out everything that's wrong with the car. Features / Character Customization Before anything else, when you start the game for the first time, you are inside a hub and a robot greets you to explain how the game mechanics work. Dimensional Double Shift is actually hand tracking only! So you'll need to put the controllers aside and just use your hands. To select anything, you just need to pinch with your fingers, and that is also how the keyboard works. The game is co-op only, so you cannot start the game unless you have someone joining you. The way it works is very similar to Walkabout Minigolf or a lot of other games where you enter a password, and people can join you by putting the same word. It'd be nice if eventually you could get matched with random people, I could see that being very fun. The last thing you can do in the initial hub is customize your character! You can select things such as your skin color, hair style and color, and then you can select accessories such as your wristband, a hat and visor's color. Enough things to differentiate your character from others. You also have a nametag that you can smash 2 names together to identify yourself. Learning Curve / Progression So something that I find cool with the game is that there's not really any tutorials. I like that you just have to figure out stuff with your co-worker. It was a fun experience, and when we tried the games for a second time, we could see ourselves improve since we started understanding more what we needed to do. So it's a really fun game to go in blind. When you finish your tasks, you are then transported back to the hub with your friends, and you get points that will make you rank up. If you do rank up, then you unlock a new item that you can use to customize your character. Something interesting is that it seems to be randomly generated. Mike and I were never receiving the same items, even though we're in the same rank. Speaking of the hub, you can also get transported to a campfire to shill out. You can use a stick and cook some sausages and marshmallow, and you can also do silly things like cook your can of pop, or burn your hands. And then there's the radio that you can turn on. The radio will have some music, or even silly things like a poet dictating his creation, and things like that. So guys I hope that you enjoyed my review of Dimensional Double Shift. As you can see, you can have an infinite amount of playtime in this since situations in both games are randomly generated, and fun! The questions that I'm asking myself for the future of the game is will there be new games added later? If not, even though you could end up having fun for hours, the variety still seems a little barebone. The second question that I have is will there be the possibility to purchase things in the game with in game currency, and what will they be exactly.",5
Dimensional Double Shift,https://sidequestvr.com/app/38056/dimensional-double-shift,Good fun game,4
Stunt Double Joe McFlash,https://sidequestvr.com/app/37493/stunt-double-joe-mcflash,This game is pretty fun. I'm terrible at driving games in VR but still enjoy playing them if the fun factor is there. This game definitely is fun yet challenging. The game features multiple movies with various scenes to play through and unlock. The graphics are very basic but doesn't take away from the fun factor of the game at all. Driving is simple just acceleration and break with steering but don't let that fool you it can be quite difficult especially when using hand break turns and jumps.,4
