URL,Content
/t5/Announcements/A-Meta-Quest-Forum-Week-in-Review-June-5-2024/ba-p/1202044,"Summer is officially here and things are heating up especially here in the forums! This post is here to celebrate all the great things that have been happening around these parts and give thanks to YOU all who have been participating in awesome discussions and creating topics and more. Even if you're not named on here, know that we see you and appreciate you. If you are on here, even bigger kudos to you! Top Topics last week: Air link not working - @Zappyiscool VR Chat Error ""Oculus platform error during user proof check timeout during fetching DSAT"" - @IceJellie Meta quest 3 stuck on ""applying software update"" - @churoboec PTC v63 Scoped Storage Update - @SlashAndBurn Where is the 5 digit code (setup)? - @roxyz Top kudoed members: kojack - 41 DaftnDirect - 28 Birb1533 - 22 Choleni - 15 Tomcgcmfc - 13 Michaelpro - 11 Catputer - 10 oculusness - 7 Hirothefox - 7 RuneSR2 - 6 Honorable Mention Posts that are either new or resurfacing. Check them out and join in on the conversation! Meta Will Share the Quest OS with Asus, Lenovo and MS by @kojack Soundboards by @GoofyGamer846 Thanks everyone for making this week great! See you around the forums!"
/t5/Announcements/Beat-Saber-Drops-Five-Free-Tracks-With-Original-Soundtrack-7/ba-p/1201184,What’s better than six years of Beat Saber? A brand-new Original Soundtrack! Check out the blog for the full track list: https://www.meta.com/blog/quest/beat-saber-ost7
/t5/Announcements/Facts-Supernatural-Vigorous-Cardio-New-MR-Mode/ba-p/1201182,"We’ve known for years that working out with Meta Quest is convenient, affordable, and—most of all—fun. And today, we’re adding “effective” to that list for Supernatural, thanks to a rigorous, first-of-its-kind research study conducted by the University of Victoria, Canada (UVic). Visit https://www.meta.com/blog/quest/supernatural-vigorous-cardio-new-mixed-reality-mode for all the details."
/t5/Announcements/Meta-Quest-v66-Update-Reduced-Passthrough-Distortion-Background/ba-p/1201180,"With v66, we’re reducing the amount of visual distortion in Passthrough on Meta Quest 3. We’ve put out a number of Passthrough-related improvements in the last few software updates, but this is the big one, and it will significantly improve the Mixed Reality experience. Check out the blog for all the details: https://www.meta.com/blog/quest/meta-quest-v66-software-update-reduced-passthrough-distortion-backgr..."
/t5/Announcements/Meta-Quest-3-Your-All-in-One-MR-Headset-That-s-Always-Getting/ba-p/1201178,"Today, we’re sharing some breaking news, recapping our recent updates ICYMI, and looking ahead to our 11th annual Connect! Visit the blog for details: https://www.meta.com/blog/quest/supernatural-vr-fitness-netflix-batman-connect-2024-save-the-date"
/t5/Announcements/New-Visual-Improvements-to-Asgard-s-Wrath-2-as-it-Kicks-Off/ba-p/1199849,"It’s a Smiter Epidemic, as the award-winning Asgard’s Wrath 2 kicks off its latest time-limited Cosmic Event. But that’s not all! This month, Asgard’s Wrath 2 also gets upgraded visuals on Meta Quest 3, making everything from the Great Sand Sea to Muspelheim look more detailed. Learn more on the blog: https://www.meta.com/blog/quest/asgards-wrath-2-visual-improvements-smiter-epidemic-cosmic-event"
/t5/Announcements/POPULATION-ONE-Developers-Discuss-Phoenix-Royale-Update-Preview/ba-p/1199846,"POPULATION: ONE is the #1 VR battle royal, and its huge new update is coming on June 6. Phoenix Royale is a free content update featuring automatic redeploys to get you back in the fight faster, with more customization options with buy station upgrades, and tons of opportunities for action and competition. Check out the full story and our interview with the devs on the blog: https://www.meta.com/blog/quest/population-one-phoenix-royale-free-preview-weekend"
/t5/Announcements/A-Meta-Quest-Forum-Week-in-Review-May-22-2024/ba-p/1196435,"May is flying by, but that's no stopping us from celebrating another week full of great happenings here on the forums! This past week has been a good one with discussions happening all around. This post is here to highlight and give thanks to YOU all who have been participating and doing great things. Even if you're not named on here, know that we see you and appreciate you. If you are on here, even bigger kudos to you! Top Topics last week: Is this spam or a hoax - @life.is.great.56645 PTC v63 Release Thread - @Ryanality PTC v66 Release Thread - @neurodivrgent PTC v63 Scoped Storage Update - @SlashAndBurn Meta Quest 3 Device already connected to account - @Zombieice Top kudoed members: Choleni - 29 DaftnDirect - 19 oculusness - 19 TomCgcmfc - 18 Buetigame - 14 Hiro_Protag0nist - 11 Chickennuggetbutterfly23 - 9 MetaAdministrator2 - 9 MoonstoneWolf7 - 8 tomhorn123 - 8 Honorable Mention Posts: Check them out and join in on the conversation! Can Meta Quest pro be used by people who are disabled? by @chaplainpete.2024 Bigger roomscale for Rift CV1 concept. by @oculusness Thanks everyone for making this week great! See you around the forums!"
/t5/Announcements/A-Meta-Quest-Forum-Week-in-Review-May-15-2024/ba-p/1194121,"Happy week everyone! This is another chance to celebrate our awesome community and gosh darnit we're taking it. Thanks to YOU we've been having awesome discussions all around these parts during this past week. This post is here to gather some of those highlights and to celebrate some of the forum's tops happenings. Even if you're not on this list, know that you're still very special to us at Meta. Every contribution is what makes the forums great and if you are on here, even bigger kudos to you! Top Topics last week: PTC v63 Release Thread - @Ryanality TIP: How to remove your Facebook account from your Meta account - @deejeevee PTC v65 Release Thread - @Ryanality Factory reset device and ""No command"" message - @Avery_isdop309 New meta account device code not working - @PTGGamer7114AB Top kudoed members: Choleni - 195 DaftnDirect - 93 RuneSR2 - 71 TomCgcmfc - 66 Hiro_Protag0nist - 50 oculusness - 48 kojack - 41 Greyman - 32 nalex66 - 29 h.r.gargi - 28 Honorable Mention Posts: C heck them out and join in on the conversation! The most wanted PCVR games coming in 2024 by @RuneSR2 Games that don't need internet connection by @MrsMoe53 Thanks everyone for making this week great! See you around the forums!"
/t5/Announcements/PTC-v66-Release-Thread/ba-p/1194106,"Thanks everyone for all your feedback on our previous builds, several bugs were identified in PTC v65 and the solutions for some have shipped, while others are on the way! The Public Test Channel (PTC) for Quest v66 is starting to roll out soon for Meta Quest 2, Meta Quest Pro, and Meta Quest 3. If you're seeing an issue or bug after updating to PTC v66 jump on over to our Get Help board and search for any existing thread, if you don't find one, make a new thread. Please add the tag ""PTC v66"" to the thread and in the title. This way everyone can look for just PTC v66 issues too. It's best if you can post each bug you spot in its own thread, to keep track of individual issues separately. Share your impressions and let us know if you see any issues. Please make sure to also send in bug reports along with posting on the forums if you notice anything going wrong. We know it's tough when you run into a problem on a PTC build and want to thank you all again for testing out PTC and sharing your feedback! This feedback is extremely helpful to our engineering teams. We appreciate your interest and persistence in testing out the core functionality of software as we develop!"
/t5/Announcements/A-Meta-Quest-Forum-Week-in-Review-May-8-2024/ba-p/1191943,"Did everyone have a good week? Well we sure did here on these forums, thanks to YOU! Big ups to our awesome community members. We've been having great discussions and so much more during the week. This post is here to gather some of the forum's top happenings and to celebrate the awesome posts you've all been creating. If you're not on the list this time around, don't fret. You're still part of the community and that's what matters most and if you did make it, big cheers to you! Every contribution makes this community great. Top Topics last week: PTC v63 Release Thread - @Ryanality Factory reset device and ""No command"" message - @Avery_isdop309 Meta Quest build v65 release notes - @neurodivrgent New meta account device code not working - @PTGGamer7114AB quest 2 not connecting to pc suddenly - @Marf._ Top kudoed members: DaftnDirect - 42 Choleni - 36 RuneSR2 - 24 Hiro_Protag0nist - 20 dudziakl - 13 Buetigame - 9 TomCgcmfc - 8 nalex66 - 7 h.r.gargi - 6 Koala2277 - 6 Honorable Mention Posts: C heck them out and join in on the conversation! Whitewater VR: Extreme Kayaking Adventure has launched - and is great after the latest patch by @RuneSR2 Warning: there are mirrors of this forum out there! by @DaftnDirect 3D printed trigger extension by @mrgreen.oc Thanks everyone for making this week great! See you around the forums!"
/t5/Announcements/Meta-Community-AMA-May-2024-Kickoff/ba-p/1191102,"Alright Meta Community, it is May 6th and time to kick off our first ever AMA! We are blasting off this series of events with our Link Team. Ask your questions to our Product Managers, Engineers and Designers on anything centered around Link for consumer, developer and enterprise. We’ll be creating a separate thread to gather questions here ! There will be one week to keep the questions open. The highest kudoed questions will get answered by the team. For more details on how our AMAs will work, check out the Announcement we made last week here . See you all in the AMA thread!"
/t5/Announcements/A-Meta-Quest-Forum-Week-in-Review-May-1-2024/ba-p/1189364,"Another week, another chance to celebrate YOU, our awesome community members with an installment of our Meta Quest Forum Week in Review. This is a post to gather some of the forum's top happenings during the past week and to celebrate some of the awesome discussions you've all been creating. Even if you're not on here, this post is a shout out to everyone. Every person makes this community great! Top Topics last week: TIP: How to remove your Facebook account from your Meta account - @deejeevee PTC v63 Scoped Storage Update - @SlashAndBurn Quest 3 controller not working at all - @pontiacjeff468 Factory reset device and ""No command"" message - @Avery_isdop309 Where is the 5 digit code (setup)? - @roxyz Top kudoed members: Choleni - 200 kojack - 92 Hiro_Protag0nist - 73 DaftnDirect - 71 TomCgcmfc - 66 oculusness - 47 RuneSR2 - 41 Greyman - 32 EdLuva72 - 24 J40NYR - 23 Honorable Mention Posts: C heck them out and join in on the conversation! Video Game Characters: Who are you asking to dinner? (respectfully) by @WootM4ge Spatial Video on the Quest by @Hiro_Protag0nist Google Earth VR on Oculus Quest 2 by @Oculistica Survey: How has VR affected your mental health? by @jl444.20 Thanks everyone! Till next week. See you around the  forums!"
/t5/Announcements/Monthly-AMAs-are-coming-to-the-forums/ba-p/1189326,"We’re so excited to start bringing you all Monthly AMAs (Ask Me Anythings) to get you the inside scoop on questions that you've been wanting to ask the Meta team. Each month we’ll either feature a special guest(s) for a themed AMA or have you ask various general Meta Quest questions for our Product Specialists to answer. How our AMAs will work: Starting the first full week of every month we’ll introduce the theme of our AMA and start a thread to gather your questions for the team. Once it is introduced, there will be a whole week of gathering questions and your kudos. The question’s most kudoed will be the ones to get answered. The team will answer the top 5 burning questions and we’ll post them as a top answer on the thread the following week. Be sure to subscribe to the thread when it comes out to stay the most up-to-date! Starting next week we’ll kick it off with an exciting guest team! See you all there!"
/t5/Announcements/Meta-Quest-build-v65-release-notes/ba-p/1188916,"These features and enhancements will become available starting the week of April 30, 2024 and will be pushed to Meta Quest 3, Meta Quest Pro and Meta Quest 2 headsets. Please note that you can find the most up to date release notes on our release notes article and you can check out our v65 blog as well for more details. Panoramic photos and spatial video If you have an iPhone on iOS 17 and later, you can now upload panoramic photos or spatial video to your Quest headset using the Meta Quest mobile app. Passthrough improvements You’ll now see your passthrough environment instead of the default gray background for some system menus and prompts when you’re using passthrough in your Horizon Home. Mouse and keyboard improvements When using a physical keyboard or mouse with your headset, you should now see fewer interruptions from hand tracking, including when these devices are connected to your headset via Bluetooth or when using Meta Quest Remote Display. Local multiplayer and boundary recall with Meta Virtual Positioning System Local multiplayer allows multiple VR devices to play in the same physical space in a common immersive environment, while improved boundary detection uses Meta server processing to improve the likelihood of recognizing previously established boundaries, reducing the chance that you will be prompted to re-draw your boundary as you move between physical spaces. This enhanced understanding of your immediate physical space is achieved by sending point cloud data from your device to Meta servers for processing. Learn more about Meta Virtual Positioning System and how to enable it from your privacy settings . Travel mode (Quest 3 and Quest 2 only) With travel mode on Meta Quest 3 and Quest 2 you can interact, work and play in MR while on an airplane and also access in-flight entertainment. Once you enable travel mode from Experimental in Settings , you can turn it on or off anytime from the Quick settings panel. You may also see a message to turn on travel mode if you try to use your headset while on a plane. Learn more about travel mode ."
/t5/Announcements/A-Meta-Quest-Forum-Week-in-Review-April-23-2024/ba-p/1185918,"The Meta Quest Forum Week in Review is a new installment to celebrate YOU our community members on what's been going throughout the week. We recognize all the great discussions and much more that you do to make the forums awesome. This is a shoutout to everyone! Even if you're not on the list below, you still make the forums amazing and we want to let you know your contributions are appreciated. Top topics this week: PTC v63 Release Thread - @Ryanality (Not Resolved) Known Issue - V62/63 USB-C Debris/Water Warning - @Star.Knight PTC v63 Scoped Storage Update - @SlashAndBurn PTC v64 Release Thread - @Ryanality PTC v63 - DCS crashes on Link(Not Resolved) - @arrow11crash Known Issue - Quest PCVR streaming micro lags and stutter esp. when moving head - @acreed11 Top kudoed members: Choleni - 58 TomCgcmfc - 29 DaftnDirect - 22 Hiro_Protag0nist - 17 nalex66 - 13 EdLuva72 - 12 Greyman - 11 kojack - 8 Hirothefox - 8 JeffNik - 7 Honorable Mention Posts: C heck them out and join in on the conversation! Uhmm....it wasn't meant ending like this by @Choleni Meta Will Share the Quest OS with Asus, Lenovo and MS by @kojack Will a Knowledge of XR give teenagers a headstart over those who don't use it? by @Hiro_Protag0nist Thanks everyone for making the forums great! Till next week. See you in the forums!"
/t5/Announcements/Meta-Monthly-A-March-Madness-Recap/ba-p/1185767,"As the Winter months begin to melt away, we spring into a new happenings here in the Meta Quest Forums and for the Meta Quest. March brought us some cool new things in regards to a PTC, game, plus software updates and more. Here we’ll highlight some of those happenings as well as shout out some community members who’ve made this month in the forums great! Community Celebrations Last month we awarded our Devotee badge to a community member. This prestigious badge is saved for those who have logged into the forums at least once every day for the entire year. The sole earner of this badge is community member @Choleni, who is also a part of our amazing MVP team. Such a great feat to be honored for. We appreciate you being with us rain or shine @Choleni! This month’s Quest Feel Good Story… Goes out to @Agamemnon2 f or this awesome thread on how Real Fishing VR brought together a dream for their family. Check out the post here . Thanks for sharing your positive experience on the forums! One PTC and One Release Last month was spiked with some major features as we launched another PTC last month to the community. Again as always, thank you to those who gave their feedback and participated. We monitor these threads closely to quickly give feedback to the team. For our v63 release we had 2 major updates that we’d love to know how you’ve been liking: Quest cash and Lying Down. Leave a comment below to let us know! Game Updates Electronic Music’s Hottest Duo comest to Beat Saber! On March 7th, with the ushering in of Daft Punk into the Beat Saber musical world you’ll be Beat Sabering some of dance music’s most iconic electronic music hits from this french duo. Prepare to not miss a beat as you can purchase songs like “Around the World”, “Get Lucky”, “Harder, Better, Faster, Stronger” and more. It’s sure to be a night of fun whether you’re playing with friends or by yourself. For more details, check out the Meta blog post here . Top Mindfulness App makes it to VR with Headspace XR Launch As one of the top leading apps in the mindfulness space, Headspace is making its mission to improve access to lifelong mental health support. Through this they’ve brought a version of their app to VR that includes an immersive mindfulness space where you can play, move, meditate or just explore with friends. The writers on the Meta Quest blog team got to sit down with Headspace Vice President of Content Creation. Read about the interview and learn more about the new App here . ‘Survivor: Horizon Island’ makes it to Quest A Launch Party and Community Events like play sessions every Wednesday are now happening after the launch of ‘Survivor: Horizon Island’ in Meta Horizon Worlds on Quest last month. Have a blast jumping into the world at any time of the day to play, hang out and explore and even test your skills in iconic Survivor challenges and more. If you loved the show or are eager to try it out, you don’t want to miss this! Original blog post on the Meta Blog here . And that's what we've got for you all for this month. We'll see you all next month for the next installment of the Meta Monthly! P.S. We're also featuring your Meta Quest Tips, Tricks and Hacks in each of our newsletters starting this month. Go to Talk VR and add to the thread that we'll restart each month so you can be featured here! There's so much. Can't wait to see you in the forums! Leave in the comments below what launches you are excited for as Spring comes."
/t5/Announcements/PTC-v65-Release-Thread/ba-p/1185347,"Thanks everyone for all your feedback on our previous builds, several bugs were identified in PTC v64 and the solutions for some have shipped, while others are on the way! The Public Test Channel (PTC) for Quest v65 is starting to roll out soon for Meta Quest 2, Meta Quest Pro, and Meta Quest 3. If you're seeing an issue or bug after updating to PTC v65 jump on over to our Get Help board and search for any existing thread, if you don't find one, make a new thread. Please add the tag ""PTC v65"" to the thread and in the title. This way everyone can look for just PTC v65 issues too. It's best if you can post each bug you spot in its own thread, to keep track of individual issues separately. Share your impressions and let us know if you see any issues. Please make sure to also send in bug reports along with posting on the forums if you notice anything going wrong. We know it's tough when you run into a problem on a PTC build and want to thank you all again for testing out PTC and sharing your feedback! This feedback is extremely helpful to our engineering teams. We appreciate your interest and persistence in testing out the core functionality of software as we develop!"
/t5/Announcements/Meta-Quest-build-v64-release-notes/ba-p/1180797,"These features and enhancements will become available starting the week of April 8, 2024 and will be pushed to Meta Quest 3, Meta Quest Pro and Meta Quest 2 headsets. Please note that you can find the most up to date release notes on our release notes article and you can check out our v64 blog as well for more details. Lying down now on Quest 3 Lying down is now available on Quest 3. Kick back, relax and recline for casual experiences including media playback and stationary immersive gaming. You can enable this feature by going to Experimental in Settings and selecting the toggle next to Use Apps While Lying Down. Once enabled, you can use this feature by laying down and then pressing and holding the menu button to reset your view. External mic support (Quest 3 only) You can now use an external microphone with your Quest 3 headset. You can plug a mic directly into the headset’s USB-C port, or use an adapter to connect a mic through the USB-C port. Once you’ve plugged in your external mic, you can switch to it by going to Experimental in Settings and selecting the external mic. Keep casting when headset taken off Previously, when you removed your headset while casting, the livestream would go black. Now when you take off your headset while casting to the Meta Quest app, the stream will stay alive, providing an improved and more seamless casting experience. Directly Join friends in Horizon Worlds We’re testing new ways to make it easier to join up with friends in Meta Horizon Worlds. If your friend is online with their location shared and in a public world, you can join them directly from the People app on the universal menu. You can control the sharing of your Active Status on  Quest ( learn more ) and in Meta Horizon Worlds, where you can also control the sharing of your world location ( learn more ). Passthrough improvements Passthrough is the fundamental mixed reality capability that allows users to comfortably view and interact with the physical world while wearing a headset. Today we are announcing a number of improvements to the passthrough experience that will roll out to all users on Quest 3 with the v64 release. Improved resolution We have improved the perceived resolution for passthrough by optimizing the passthrough pipeline. This makes it easier for users to see finer details and read smaller text in the real world - such as notifications on a smartphone screen. Improved image quality We have fine tuned the camera processing pipeline to improve color, exposure, contrast and dynamic range in passthrough. This makes color passthrough better match the real world. We have also reduced graininess (aka image noise) in lower light conditions making for an overall more comfortable passthrough experience in a range of lighting conditions. Update We wanted to provide an update regarding the scoped storage fix. Although it was implemented in v.63, we also wanted to share that Google has published guidelines for managing all files on a device that supports scoped storage: https://developer.android.com/training/data-storage/manage-all-files#all-files-access These guidelines offer valuable information on permissions and APIs that application developers can use to maintain the same level of file management capabilities as before the scoped storage fix was introduced. We encourage you to consider these guidelines when updating your apps for optimal results."
